#;;;;;;;;;;;;;
EVTOPTA15180;그 운동을 지원한다.;Soutenir le mouvement;Bewegung unterst?zen;;;;;;;;;;;x
EVTOPTB15180;그들의 자율에 맡겨라.;Le laisser suivre son chemin;Lasst sie ihren Verlauf nehmen.;;;;;;;;;;;x
EVTNAME15190;$PROVINCENAME$ 학살자;Le massacre de $PROVINCENAME$;Das $PROVINCENAME$-Massaker;;;;;;;;;;;x
EVTDESC15190;사회 발전도에서 뒤쳐진 $PROVINCECULTURE$계 귀족이 $COUNTRY_ADJ$에 의한 통치에 반발하고 계획한 봉기는 순식간에 대규모 반란으로 확대되었습니다.  그러나 $COUNTRYNAME$에 두터운 충성심을 가진 $PROVINCENAME$의 농민이 반란 귀족에 대해 저항하기 위해 반대로 궐기를 시작했습니다!  농민 군은 반란군을 압도하면서 빠르게 주도권을 잡아가고 있습니다.  이 때문에 우리는 이제 농민 군에 해산을 명하거나 혹은 농민군 반란 귀족의 처형 방법까지 맡길 것인지 선택해야 하는 단계에 접어들고 있습니다.  농민군에 반란 귀족의 처분을 맡긴 경우 반항적인 귀족의 수는 크게 줄어들 것입니다.  그러나 그 경우 $CONTINENTNAME$중 각국의 빈축을 살 수 있습니다. ;A planned uprising of the marginalized $PROVINCECULTURE$ nobility against $COUNTRY_ADJ$ rule has quickly devolved into something else entirely. The peasants in $PROVINCENAME$, responding to appeals of loyalty to the cause of $COUNTRYNAME$, and resistance against the rebellious nobles, have risen up against the nobles! The peasant mobs have quickly gained the upper hand in the conflict, and we now have the option of intervening to suppress them, or letting them have their way with the aristocrats. Doing the former would leave us with fewer rebellious nobles, but it might be frowned upon by the rest of $CONTINENTNAME$.;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,
EVTOPTA15190;간섭하지 않는다.;Ne pas intervenir;Nicht intervenieren;;;;;;;;;;;x
EVTOPTB15190;간간히 간섭한다.;Intervenir plus tard;Letztendlich intervenieren;;;;;;;;;;;x
EVTOPTC15190;즉시 간섭한다.;Intervenir imm?iatement;Sofort intervenieren;;;;;;;;;;;x
EVTNAME15200;국가주의 장교;Officiers nationalistes;Nationalistische Offiziere;;;;;;;;;;;x
EVTDESC15200;얼마 전부터 명백한 징후가 있었습니다. $COUNTRY_ADJ$계 사관이 입실하면 마치 방해자가 들어온 것처럼, 방금까지도 이야기 소리로 떠들썩했던 방이 쥐죽은 듯이 조용하다고 하는 소문을 가끔 연병장에서 듣는 일이 있었기 때문입니다.$PROVINCENAME$의$PROVINCECULTURE$계 장교단은, $PROVINCECULTURE$민족주의와 분리 주의에 심취하고 있는 것 같습니다.그리고, 우리는 그 증거를 잡고 있습니다. 군은 당장 이 문제를 무시하던지, 혹은 과격한 일부 장교를 배제하던지 선택해야합니다.;;;;;;;;;x
EVTOPTA15200;핵심 장교를 군에서 추방하라;Se d?arrasser des meneurs;Lasst die Anf?rer verschwinden.;;Deshag?onos de los cabecillas;;;;;;;;;x
EVTOPTB15200;당분간은 무시하자;Faire semblant de ne rien voir;So tun, als sei nichts passiert.;;Como quien oye llover;;;;;;;;;x
EVTNAME15210;$PROVINCECULTURE$ 순교자;Martyr $PROVINCECULTURE$;$PROVINCECULTURE$er M?tyrer;;M?tir de la poblaci? $PROVINCECULTURE$;;;;;;;;;x
EVTDESC15210;시계바늘은 12시 5분전을 가리키고 있었습니다. 그 때 앞으로 일어날 혼란과 위험을 두려워하는 기색도 없이 그의 눈은 마을의 광장 전체를 향해 있었습니다.그는 연단에 올라 연설을 시작했습니다.$PROVINCECULTURE$사람들과 자신에 대한 탄압, 자신들의 대의, 그리고 쟁취할 미래에 대해 그는 몇 시간이라도 계속 이야기 할 생각이었습니다.그가 명료한 소리로 연설을 시작하자 광장에는 그의 말만이 울려 퍼지고 있었습니다.하지만 그 직후 어디선가 먼 곳에서 12시를 알리는 종소리가 울리자 돌연 $COUNTRY_ADJ$군의 헌병대가 광장에 나타나 곧 바로 그를 연행해 갔습니다.이 젊은$PROVINCECULTURE$계 민족주의자는, 현재 우리 구속하에 있습니다.그에 대해 우리는 어떠한 처분을 해야할까요?;;;;;;;;;x
EVTOPTA15210;이 남자는 분명히 위험 분자다. 형무소에 수감하라;Cet homme est dangereux. Il faut l'emprisonner.;Der Mann ist gef?rlich. Werft ihn ins Gef?gnis.;;Este hombre es claramente peligroso Encarcelarlo.;;;;;;;;;x
EVTOPTB15210;이 남자는 분명히 위험 분자다. 즉시 처형하라;Cet homme est dangereux. Il faut l'ex?uter.;Der Mann ist gef?rlich. Exekutiert ihn.;;Este hombre es claramente peligroso Ejecutarlo.;;;;;;;;;x
EVTNAME15220;$PROVINCECULTURE$계 군인;Soldats $PROVINCECULTURE$;$PROVINCECULTURE$e Soldaten;;Soldados de $PROVINCECULTURE$;;;;;;;;;x
EVTDESC15220;그들의 동작은 항상 느릿 느릿합니다. 또한 그들은 군 예식을 건성으로 하기 때문에 종종 막사 앞에서 징계를 받고 있기도 합니다. 예로, 경례 구령 소리가 나도, 그들은 항상 바른 예식에 비해 늦게 경례를 합니다. 그들의 움직임은 징계의 대상이 될 만큼의 늦음은 아닙니다. 그러나 충성심을 보여주고 있다고는 생각되지 않을만큼 느립니다. 역시 $COUNTRY_ADJ$계가 아닌 $PROVINCECULTURE$계 군인이라 그런걸까요?;;;;;;;;;;x
EVTOPTA15220;규율 준수를 요구한다;Exiger une discipline stricte;Strenge Disziplin fordern.;;Exijamos una estricta disciplina;;;;;;;;;x
EVTOPTB15220;규율 준수를 철저하게 하도록 한다;Exiger la plus stricte discipline;Strengstm?liche Disziplin fordern.;;Exijamos la m? estricta disciplina;;;;;;;;;x
EVTNAME15230;우애 문예 협회;Association litt?aire d'amis;Literarischer Freundeskreis;;Asociaci? literaria de amigos;;;;;;;;;x
EVTDESC15230;외국 문예 클럽이 $PROVINCECULTURE$계 주민의 독립 운동을 지원하고, $PROVINCENAME$의 사람들과 접촉하고있는 것 같습니다. 우리는 외국의 유해한 영향으로부터 $PROVINCENAME$를 보호하기 위해 필요한 조치를 취할 수 있습니다. 예를 들어, 문예 클럽과 주민 사이에서 교환하는 편지를 비밀 경찰에게 명하여 검열하도록 하는 방법 등을 생각할 수 있습니다. 그러나 그 경우 문예 클럽이 있는 나라와의 관계가 확실히 악화 될 것으로 생각됩니다. 물론, 우리는 이 문제를 방치하고, 우리나라에 불만을 품는 $PROVINCECULTURE$계 주민이 외국 세력과 계속 접촉하는 것을 묵인 할 수 있습니다. 하지만 그러한 선택은 바람직하지 않습니다.;;;;;;;;;x
EVTOPTA15230;비밀 경찰에 명해 검열시키자;Appeler la police secr?e ?la rescousse;Geheimpolizei einsetzen;;Polic? secreta al rescate;;;;;;;;;x
EVTOPTB15230;묵인해두자;Ignorer le probl?e;Problem ignorieren;;Ignoremos el asunto;;;;;;;;;x
EVTNAME15240;애국위원회;Organisation patriotique;Patriotische Gesellschaft;;Sociedad patri?ica;;;;;;;;;x
EVTDESC15240;$PROVINCECULTURE$ 애국위원회는 작지만, 현지 $PROVINCENAME$에서는 매우 유명한 단체입니다. 공식적으로 애국위원회는 현지 지역 사회의 이익을 위해 활동하는 $COUNTRY$ 국내 $PROVINCECULTURE$계 시민에 의해 조직된 단체라고 주장하고 있습니다. 그러나 실제로는 $PROVINCECULTURE$계 시민에 의한 독립 운동을 은밀하게 지원하는 단체인 것은 아닌지 우리는 의심하고 있습니다. 애국위원회를 해산시키는 것은 가능하지만,이 경우 주민의 투쟁심을 부추길 것입니다.;;;;;;;;;x
EVTOPTA15240;방치한다;Laisser faire;Lasst sie in Ruhe.;;Dejadla en paz;;;;;;;;;x
EVTOPTB15240;해산시켜!;L'interdire;Schlie? die Gesellschaft.;;Cerradla;;;;;;;;;x
EVTNAME15250;$PROVINCECULTURE$ 의식의 진행;Le rite $PROVINCECULTURE$;Der $PROVINCECULTURE$e Ritus;;El rito de tradici? $PROVINCECULTURE$;;;;;;;;;x
EVTDESC15250;지금까지 $PROVINCENAME$의 $PROVINCECULTURE$계 성직자는 자신들의 언어로 예배 의식을 진행할 수 있었습니다.. 하지만 종래의 이 너그러운 정책은, 아무래도 그들의 응석을 너무 받아주었던 것 같습니다.  그들은이 특권을 악용하여 $PROVINCENAME$의 $PROVINCERELIGION$ 신도단에 대해, 반 $COUNTRY_ADJ$의 선전을 하고 있었던 것으로 판명되었습니다.이번 사태로 우리는 예배나 의식에 관해서도 공용어의 사용을 의무화하는 법률을 제정 할 수 있습니다. 그러나 그 경우 성직자의 분노를 사게 될 것입니다.  우리는 어떻게 해야 할까요?;;;;;;;;;x
EVTOPTA15250;$PROVINCECULTURE$ 자기들의 언어로 의식하는 것을 금지하라;Supprimer le rite $PROVINCECULTURE$;Unterdr?kt den $PROVINCECULTURE$en Ritus.;;Suprimid los ritos de ascendencia $PROVINCECULTURE$;;;;;;;;;x
EVTOPTB15250;종래의 방침대로가 좋다;Ignorer le probl?e;Lasst die Sache fallen.;;Dejemos correr el tema;;;;;;;;;x
EVTNAME15260;소수 민족에 대한 건축 규제;Restrictions pour les minorit?;Einschr?kungen f? Minderheiten-Bauprojekte;;Restricciones de edificaci? a minor?s;;;;;;;;;x
EVTDESC15260;우리나라 $PROVINCECULTURE$계 여러 주의, $COUNTRY_ADJ$에 동화를 한층 더 촉진시키기 위한 방법으로 어느 한 관리가 좋은 방법을 생각해 냈습니다. 그 방법은 $PROVINCECULTURE$을 비롯한 소수 민족의 토지 소유 및 건물 건설에 관한 권리를 제한하는 것입니다. 이 방법은 소수 민족 사이에 매우 큰 불만의 씨를 뿌리게 되는 것입니다. 하지만 그 대신, 우리 민족으로의 동화를 빠르게 진행할 수 있습니다.  건축 규제를 실시할까요?;;;;;;;;;x
EVTOPTA15260;당연하지!;Oui, bien s? !;Ja, nat?lich!;;S? por supuesto!;;;;;;;;;x
EVTOPTB15260;바보같은 것들!;Non, les laisser construire et devenir propri?aires;Nein, lasst sie H?ser bauen und besitzen.;;No, dej?osles construir y poseer casas;;;;;;;;;x
EVTNAME15270;드라이즈말라의 마차;Le chariot de Drzymala;Dryzymalas Kutschwagen;;El carromato de Dryzymala;;;;;;;;;x
EVTDESC15270;$COUNTRY_ADJ$ 정부의 건축 금지령으로 $PROVINCECULTURE$계 시민은 건물을 짓는 것이 금지되었습니다. 그러나 그런 가운데, 드라이즈말라라는 노인이 건축 금지령을 교묘히 피하는 방법을 생각해 냈습니다. 그는 로마인이 주거 겸용으로 사용하는 짐마차를 입수해 거기에서 살기 시작한 것이 었습니다. 현지 당국은 여러 번 드라이즈말라씨를 건축 금지령 위반 혐의로 기소하려고 했지만, 그때마다 그는 자신의 "집"은 24시간 계속 같은 장소에 세워져 있는 것은 아니기 때문에, 금지령에 의해 금지된 "영구 건축물"에는 맞지 않는다고 주장했습니다. 실제로 그는 "집"을 매일 아침 7시 1~2m 이동시키고 있습니다. 드라이즈말라씨의 기책덕에 지금 우리는 비웃음을 사고 있습니다! ;;;;;;;;;x
EVTOPTA15270;건축 금지령을 철회하라! ;Abroger cette interdiction !;Widerruft den Bauprojektbann!;;Revocad la prohibici? de construir!;;;;;;;;;x
EVTOPTB15270;어차피 노인 한 사람이다;Il ne s'agit que d'un seul homme.;Er ist doch nur ein einzelner Mann.;;No es m? que un caso ?ico;;;;;;;;;x
EVTNAME15274;드라이즈말라의 근원지를 방문한 손님;Dryzymala re?it une visite;Dryzymala erh?t Besuch;;Dryzymala tiene visita;;;;;;;;;x
EVTDESC15274;외국 언론인이 드라이즈말라 노인이 사는 짐마차를 방문해 $COUNTRY_ADJ$ 정부가 제정한 소수 민족 차별법 때문에 짐마차에서 살고있는 이 $PROVINCECULTURE$계 노인의 집에 관한 기사를 쓰기 했습니다. 이 기사는 각국에서 상당한 주목을 받고 $PROVINCECULTURE$을 비롯한 소수 민족에 대해 우리나라가 행하고 있는 차별 정책에 관한 세계의 이목을 집중시키고 있는 것 같습니다.;;;;;;;;;x
EVTOPTA15274;건축 금지령을 철회하라!;Renoncer ?la politique de construction;Widerruft den Bauprojektbann!;;Revocad la pol?ica de construcci?;;;;;;;;;x
EVTOPTB15274;단지 노인에 불과할 뿐이야;Il ne s'agit toujours que d'un seul homme.;Er ist immer noch nur ein einzelner Mann.;;Sigue siendo un caso ?ico;;;;;;;;;x
EVTNAME15280;$COUNTRY_ADJ$인 학교;?oles $COUNTRY_ADJ$;$COUNTRY_ADJ$e Schulen;;Escuela $COUNTRY_ADJ$;;;;;;;;;x
EVTDESC15280;$PROVINCECULTURE$계 지역 동화 진척율이 예상보다 늦어지고 있습니다. 그 이유의 하나로서, $PROVINCECULTURE$계의 아동이 아직도 그들의 언어로 교육을 받고 있는 것의 영향력이 지적되고 있습니다. 전국 공통의 교육 과정에 따른 교육을 실시하면, 이 지역의 차세대인 아동의 의식에 $COUNTRY_ADJ$ 사람으로서의 정체성을 심을 수 있을 것입니다.;;;;;;;;x
EVTOPTA15280;$COUNTRY_ADJ$ 식 커리큘럼에 따른 교육을 실시해라;Appliquer le programme d'?udes $COUNTRY_ADJ$;$COUNTRY_ADJ$en Stundenplan erzwingen.;;Impongamos la educaci? a la $COUNTRY_ADJ$;;;;;;;;;x
EVTOPTB15280;거기까지는 미치지 않아;;;;;;;;;x
EVTNAME15290;학교 파업;Un incident dans une ?ole;Schulstreik;;Huelga escolar;;;;;;;;;x
EVTDESC15290;때렸을 때 상대에게 준 타격에 너무 놀랐는지, 그는 팔을 거두고 손을 꼭 잡았습니다. 지금 긴장의 끈은 끊어지고 그의 분노는 진정되고 있습니다. 지금은 자신이 한 행위에 단지 공포를 느끼고 있을 뿐입니다.   이를 악물고 아픔 때문에 말을 더듬으며, 그녀는 외국어로 이렇게 말했습니다. "너 같은 $COUNTRY_ADJ$ 돼지 놈은 지옥에서도 특별한 장소가 준비되어 있을거야."그것은 그녀가 유일하게 알고 있는 우리말이었는지도 모릅니다. 그 다음날, 매우 엄격한 제도에 따라 교육이 이루어지고 있는 $COUNTRY_ADJ$인 학교에, 아이들을 통학시키는 것을 학생들의 부모들이 거부하면서,"$YEAR$ 해의 $PROVINCENAME$ 학교 파업"이라는 유명한 사건이 시작되었습니다.;;;;;;;;;x
EVTOPTA15290;커리큘럼을 개정하자;R?ormer le syst?e;Reformiert den Stundenplan.;;Reformemos el curr?ulo;;;;;;;;;x
EVTOPTB15290;너희들, 동사를 잘 사용하는 것이 능숙한 언어 요령이야;Les formes verbales, ma ch?ie, c'est la base.;Verbformen, Sch?zchen. Sie sind der Schl?sel zum Erfolg.;;Las formas verbales, querida. Son la clave del ?ito.;;;;;;;;;x
EVTNAME15300;소콜 운동;;;;;;;;;;;;;
EVTDESC15300;당초 체코의 체조 협회로 1862년 프라하에 설립된 소콜 운동은 순식간에 다른 슬라브계 국가로까지 퍼졌습니다.  소콜 운동은 이론적으로 어떤 당파색도 없는 조직이었습니다. 그러나 실제로는 체코의 민족주의, 그리고 후에는 범 슬라브주의와 그 이데올로기의 발전에 중요한 역할을 한 조직이었습니다. 소콜 운동은 운동 참가자에게 심신 양면으로 포괄적인 교육을 제공하는 것을 목적으로 하고 있었습니다. 그러나 교육의 장이 종종 과격한 민족주의 사상을 전파하는 중요한 밀회 장소로 이용되었기 때문에, 여러번 당국의 탄압을 받게되었습니다.;;;;;;;;;x
EVTOPTA15300;$PROVINCENAME$에서는 그런 운동 따위 인정하지 않는다!;;;;;;;;;;;;;
EVTOPTB15300;뭐 괜찮지 않을까?;;;;;;;;;;;;;
REMOVE_EVTNAME15310;The Flying University of $PROVINCENAME$;L'universit?volante de $PROVINCENAME$;Die Fliegende Universit? von $PROVINCENAME$;;La universidad flotante de $PROVINCENAME$;;;;;;;;;x
REMOVE_EVTDESC15310;She stalks through the city-streets of $PROVINCENAME$ with a heavy breath, her steps hurried. By the market square she has to take a detour to avoid being followed. Every shadow in the dark seems to conceal a $COUNTRY_ADJ$ policeman, or, even worse, a soldier. As she makes her way through the city, the illuminated clock-tower of the church seems to glare at her like a mean, infected yellow eye. She's already late. She arrives. Through the door, hushed voices can be heard whispering. She knocks. A slit in the door opens. The door itself opens. She lets out a sigh of relief. Class is still in session.\n\nAn underground university has formed in $PROVINCENAME$, providing higher education despite the ban on minority languages in academia.;Elle marche traversant la ville de $PROVINCENAME$ avec un respiration lourde, ses pas sont pr?ipit?. Par la place du march? elle doit prendre un d?our pour ?iter d'?re suivie. Chaque ombre dans l'obscurit?semble cacher un policier $COUNTRY_ADJ$, ou, pire encore, un soldat. Comme elle a fait son chemin ?travers la la ville, la tour-horloge illumin? de l'?lise semble l'?louir. Elle est d??en retard. Elle arrive. Par la porte, des voix basses peuvent ?re entendues chuchoter. Elle frappe. Une fente dans la porte s'ouvre. La porte s'ouvre. Elle pousse un soupir de soulagement. La classe est toujours en session. \n\nUne universit?clandestine form? en $PROVINCENAME$, dispensant un enseignement sup?ieur malgr?l'interdiction des langues minoritaires dans les universit? du pays. ;Schwer atmend zieht sie eiligen Schrittes durch die Stra?n von $PROVINCENAME$. Am Marktplatz muss sie einen Umweg nehmen, um m?liche Verfolger abzusch?teln. Jeder Schatten im Dunkeln scheint einen $COUNTRY_ADJ$ Polizisten zu verbergen ... oder noch schlimmer, einen Soldaten. W?rend sie sich ihren Weg durch die Stadt bahnt, scheint sie die erleuchtete Turmuhr wie ein b?es, gelbes Auge anzustarren. Sie ist schon zu sp?. Sie kommt an. Durch die T? kann man ged?pfte Stimmen fl?tern h?en. Sie klopft. Ein Schlitz in der T? ?fnet sich. Dann wird die T? selbst ge?fnet. Sie l?st einen erleichterten Seufzer heraus: Der Unterricht ist noch nicht vorbei.\n\nIn $PROVINCENAME$ hat sich eine Untergrund-Universit? gegr?det, die trotz des Bannes gegen Minderheitensprachen in akademischen Kreisen h?ere Bildung vermittelt.;;Recorre las calles de $PROVINCENAME$ con respirar agitado y pasos apresurados. Al llegar a la plaza principal, tiene que dar un rodeo para evitar que la sigan. Cada sombra en la oscuridad parece ocultar a un polic? de $COUNTRY$, o, lo que es peor, a un soldado. Mientras atraviesa la ciudad, el iluminado reloj de la torre de la iglesia parece mirarla fijamente, como un perverso y ponzo?so ojo amarillo. Ya llega tarde. Llega. A trav? de la puerta, puede o?se el susurro de voces tranquilas. Llama a la puerta. Se abre apenas una rendija. La puerta se abre. Deja escapar un suspiro de alivio. La clase a? no ha terminado.\n\nEn $PROVINCENAME$, se ha formado una universidad clandestina que proporciona educaci? superior, a pesar de la prohibici? de las lenguas minoritarias en la academia.;;;;;;;;;x
EVTOPTA15310;잔인하다.  어쩌면 그리도 잔인할 수 있지?;;;;;;;;;;;;;
EVTOPTB15310;모든 수단을 강구하고 학교를 폐쇄한다.;;;;;;;;;;;;;
EVTNAME16000;분열된 집안;;;;;;;;;;;;;
REMOVE_EVTDESC16000;"'스스로 분쟁하는 집마다 서지 못하리라(누가복음 11-17)'라는 성경의 말씀처럼 절반은 노예, 절반은 자유인이라면 이 국가가 영구히 지속하기는 불가능하다고 믿습니다. 저는 아메리카 합중국이 와해되기를 바라지 않습니다. 집이 무너지기를 바라지 않습니다. 다만 이 분열이 끝나기만을 바랍니다. 그것만이 모두가 하나되는 길입니다." - 에이브러햄 링컨;;;;;;;;;;;;;
EVTOPTA16000;합중국에 만세삼창!;;;;;;;;;;;;;
EVTOPTB16000;딕시의 깃발과 함께 전진! 만세!;;;;;;;;;;;;;
EVTNAME16010;존 브라운의 마지막 습격;;;;;;;;;;;;;
REMOVE_EVTDESC16010;John Brown's body lies a-mouldering in the grave, but his soul is marching on.'--John Brown's Body, Union Marching song\n\nThe famed hero of the abolitionist movement, the late John Brown, was hanged in $PROVINCENAME$ today after a failed raid on a military armory. Supposedly, Brown had planned to use the arsenal's weapons to arm slaves and incite an open slave rebellion across the entire south. The raid, and John Brown's death, have furthered escalated southern tension over the slavery issue, and in some slave-states there is now even talk of secession from the Union.;?Le corps de John Brown pourrit dans la tombe, mais son ?e est en marche ?. John Brown's Body, chanson de marche de l'Union. \n\nLe c??re h?os du mouvement abolitionniste, le regrett?John Brown, a ??pendu ?$PROVINCENAME$ aujourd'hui, apr? un raid manqu?sur un arsenal militaire. Apparemment, Brown avait pr?u d'utiliser des armes de l'arsenal pour armer les bras d'esclaves et inciter ?une r?olte ouverte ?travers tout le Sud. Le raid, et la mort de John Brown, ont favoris?une escalade de tension sudiste sur la question de l'esclavage, et, dans certains Etats-esclavistes il est encore question de s?ession de l'Union. ;John Brown's body lies a-mouldering in the grave, but his soul is marching on.'--John Brown's Body, Marschlied der Union\n\nDer Held der Abolitionismus-Bewegung, John Brown, wurde heute in $PROVINCENAME$ nach einem fehlgeschlagenen ?erfall auf ein Waffenlager der Armee geh?gt. Angeblich hatte Brown geplant, mit den Waffen aus dem Waffenlager Sklaven zu bewaffnen und den gesamten S?en mit einem Sklavenaufstand zu ?erziehen. Der ?erfall und Browns Tod haben die Spannungen im S?en hinsichtlich der Sklavenfrage weiter eskaliert, und in manchen Sklavenstaaten wird nun offen ?er die Abspaltung von der Union diskutiert.;;El cuerpo incorruptible de John Brown yace en la tumba, pero su esp?itu sigue avanzando. -- El cuerpo de John Brown, marcha de la Uni?\n\nEl famoso h?oe del movimiento abolicionista, el difunto John Brown, ha sido colgado hoy en $PROVINCENAME$ tras una incursi? fallida a un arsenal militar. Al parecer, Brown hab? planeado utilizar las armas del arsenal para armar a los esclavos e instigar una rebeli? de esclavos declarada por todo el sur. La incursi?, y la muerte de John Brown, han impulsado la escalada de tensi? sure? sobre el problema de la esclavitud, y en algunos estados esclavistas se habla ya, incluso, de secesi? de la Uni?.;;;;;;;;;x
EVTOPTA16010;그의 영혼은 여전히 전진하고 있다.;;;;;;;;;;;;;
EVTNAME16020;드레드 스콧 대 샌포드 사건;;;;;;;;;;;;;
EVTDESC16020;"지금껏 노예였던 드레드 스콧은 지금도 여전히 노예다" - '드레드 스콧' 대 '샌포드' 사건\n\n버지니아에서 노예로 태어난 드레드 스콧은 노예제 폐지론자인 법률가의 도움으로 자신의 "주인"에 대한 소송을 제기했습니다.    소송에서 그는 현재 자유주에 거주하고 있는 이상, 자신은 이미 법적으로 자유인이 되었으며, 다시 노예가 될 근거는 없다고 주장했습니다.   그러나 미국 대법원은 스콧에게 원고로서 재판을 일으킬 자격이 없다며, 그의 소송을 기각했습니다. 또한, 노예가 자유주에 거주하고 있었다고 해도, 노예 소유자가 거주하는 주의 법률이 노예 제도를 인정하는 경우, 그 노예에 대한 재산권은 주 경계를 넘어 보호된다고 판단을 내렸습니다. 이 대법원 판결은 북부의 노예제 폐지자들 사이에 큰 반발을 불러일으켰습니다. 그들은 이것이 연방 전체에 노예 제도를 확대하기 위한 첫걸음이라고 간주했기 때문입니다.;;;;;;;;x
EVTOPTA16020;경계해야 할 판결이다.;;;;;;;;;;;;;
EVTNAME16030;남부의 미인;;;;;;;;;;;;;
EVTDESC16030;하얀 드레스를 입고, 그녀는 $PROVINCENAME$의 거리를 산책합니다. 그녀의 눈부심과 고상함, 그리고 아름다움에 거리의 사람들 모두가 되돌아 본다. 이야기 소리, 그리고 그녀의 상냥함, 친절과 배려가 느껴지는 말투.  마치 모두가 목련의 향기에 싸여있는 것 같다. 칭송하고 숭배하라, 남부의 이상적인 여성들을! 그리고 건배하자, 딕시(Dixie)에!;;;;;;;;;;;;;
EVTOPTA16030;기사들을 위해!;;;;;;;;;;;;;
EVTOPTB16030;남부 노동자들을 위해!;;;;;;;;;;;;;
EVTNAME16040;남부의 장원제;;;;;;;;;;;;;
EVTDESC16040;"일찍부터 옛 남부는 기사와 면화밭의 대지였으며, 이 아름다운 세계에는 기사도 정신의 마지막 빛이 남아있습니다. 또한 이 땅은 기사와 기품이 흘러넘치는 귀부인, 주인과 노예가 마지막까지 남아있습니다. 추억 속의 꿈으로 변해버린 이 세상은 이제 책 밖에서는 만날 수 없습니다. 이 멋진 세상은 바람과 함께 사라져버렸습니다..." -- "바람과 함께 사라지다"\n\n미국 남부의 농업 경제체제는 여러가지 부분에서 고대 로마 및 중세 봉건 시대의 장원제도와 비슷했습니다. 특히, 현지의 경제적, 정치적 권력과 현지의 대토지 소유가 "귀족"에 집중된다는 점은 공업화가 진행된 미국 북부와 큰 차이를 보입니다. 양키(북부인)와 딕시(남부인) 사이에 가로놓인 문화의 차이만이 남북전쟁의 발단으로 작용한 것은 아닙니다. 그러나 그 차이가 하나의 요인으로 작용한 것만은 틀림없습니다.;;;;;;;;;;;;;
EVTOPTA16040;주인...;;;;;;;;;;;;;
EVTOPTB16040;...그리고 노예.;;;;;;;;;;;;;
EVTNAME16050;딕시랜드로 돌아가고 싶어;;;;;;;;;;;;;
EVTDESC16050;"다시 딕시에 돌아갈 수 있다면, 만세, 만세!\n딕시의 땅에 돌아가서 살다 죽음을 맞이하고 싶다.\n아득하고 아득한, 아득한 남부 딕시에 !" \n\n- "딕시랜드 "\n\n미국 남부를 통칭하는 '딕시'는 메이슨딕슨선을 측량한 예레미야 딕슨의 이름에서 유래했다는 설이 유력합니다. 메이슨딕슨 선이란 메릴랜드, 델라웨어 (웨스트)버지니아, 그리고 펜실베니아주의 경계선을 확정한 경계선입니다. 일반적으로는 메이슨딕슨선을 미국의 북부와 남부를 구분하는 경계선으로 인식합니다. 그러나 이 선은 단순한 지리적 경계선이 아니면, 노예제 등 남북의 정체성에 대한 경계선이기도 했습니다.;;;;;;;;;;;;;
EVTOPTA16050;누구나 아는 노래다!;;;;;;;;;;;;;
EVTOPTB16050;서민의 노래다.;;;;;;;;;;;;;
EVTNAME16060;바보같은 양키;;;;;;;;;;;;;
EVTDESC16060;"바보 같은 양키가 \n망아지를 타고 마을에 왔다.\n 그는 모자에 깃털을 하나 찔러\n 이탈리아 시코의 멋을 뽐냈다."\n\n -- "양키의 낙서"\n\n미국인, 특히 북부인에 대한 속칭인 "양키"라는 말은, 뉴잉글랜드 식민지로 이주해온 영국계 이주민을 네덜란드계 이주민들이 부르던 별명 "얀키스 (꼬마 얀)"에서 유래했다고 합니다. 19세기 이 말은 미국의 북부와 남부의 문화적 차이를 표현하는데 자주 쓰였습니다. ;;;;;;;;;;;;;
EVTOPTA16060;누구나 아는 노래다!;;;;;;;;;;;;;
EVTOPTB16060;서민의 노래다.;;;;;;;;;;;;;
EVTNAME16080;북두칠성을 따라가라;;;;;;;;;;;;;
EVTDESC16080;"태양이 다시 뜨고, 메추라기 새가 노래할 무렵,\n 북두칠성을 따라가라.\n  너희들이 북두칠성을 향해 가면,\n 너희들을 자유로운 곳으로 데려가는 할아버지가 기다리고 있을 거야." \n\n --북두칠성을 따라가라 "\n\n전해지는 이야기에 따르면, 이 "국자를 따라가라"라는 노래는 자유를 찾아 남부에서 도망치던 노예가 길을 헤매지 않고 북부에 도착하도록 길을 안내하기 위해 작사한 것으로 알려져 있습니다.  덧붙여 "국자"는 항상 북쪽 밤하늘에 밝게 빛나는 북두칠성의 별명입니다.;;;;;;;;;;;;;
EVTOPTA16080;원하는 대로 부르게 놔둬라;;;;;;;;;;;;;
EVTOPTB16080;위험한 생각이다.;;;;;;;;;;;;;
EVTNAME16090;금환기사단;;;;;;;;;;;;;
EVTDESC16090;노예제 확대라는 남부의 이익을 증진하기 위해 헌신하는 비밀결사인 금환기사단이 한 주에 새로운 지부를 장을 마련했습니다. 지금 이 비밀결사를 억압할 수도 있지만, 지역 대중들은 이를 공화정 전통에 대한 공격으로 인식할 것입니다.;;;;;;;;;;;;;
EVTOPTA16090;내버려둬라.;;;;;;;;;;;;;
EVTOPTB16090;탄압한다.;;;;;;;;;;;;;
EVTNAME16100;미국 반노예제협회;;;;;;;;;;;;;
